district,year,case,fire_count
마포구,2014,실화,224.0
마포구,2015,기타,30.0
마포구,2015,방화,5.0
마포구,2015,소계,251.0
마포구,2015,실화,216.0
마포구,2016,기타,32.0
마포구,2016,방화,5.0
마포구,2016,소계,283.0
마포구,2016,실화,246.0
마포구,2017,기타,22.0
마포구,2017,방화,3.0
마포구,2017,소계,235.0
마포구,2017,실화,210.0
마포구,2018,기타,15.0
마포구,2018,방화,2.0
마포구,2018,소계,254.0
마포구,2018,실화,237.0
마포구,2019,기타,29.0
마포구,2019,방화,3.0
마포구,2019,소계,246.0
마포구,2019,실화,214.0
마포구,2020,기타,21.0
마포구,2020,방화,6.0
마포구,2020,소계,240.0
마포구,2020,실화,213.0
마포구,2021,기타,25.0
마포구,2021,방화,5.0
마포구,2021,소계,242.0
마포구,2021,실화,212.0
마포구,2022,기타,13.0
마포구,2022,방화,
마포구,2022,소계,250.0
마포구,2022,실화,237.0
마포구,2023,기타,11.0
마포구,2023,방화,6.0
마포구,2023,소계,271.0
마포구,2023,실화,254.0
서대문구,2006,기타,10.0
서대문구,2006,방화,27.0
서대문구,2006,소계,159.0
서대문구,2006,실화,122.0
서대문구,2007,기타,28.0
서대문구,2007,방화,26.0
서대문구,2007,소계,297.0
서대문구,2007,실화,243.0
서대문구,2008,기타,1.0
서대문구,2008,방화,52.0
서대문구,2008,소계,294.0
서대문구,2008,실화,241.0
서대문구,2009,기타,5.0
서대문구,2009,방화,45.0
서대문구,2009,소계,248.0
서대문구,2009,실화,198.0
서대문구,2010,기타,3.0
서대문구,2010,방화,13.0
서대문구,2010,소계,205.0
서대문구,2010,실화,189.0
서대문구,2011,기타,7.0
서대문구,2011,방화,9.0
서대문구,2011,소계,209.0
서대문구,2011,실화,193.0
서대문구,2012,기타,12.0
서대문구,2012,방화,11.0
서대문구,2012,소계,173.0
서대문구,2012,실화,150.0
서대문구,2013,기타,8.0
서대문구,2013,방화,14.0
서대문구,2013,소계,221.0
서대문구,2013,실화,199.0
서대문구,2014,기타,16.0
서대문구,2014,방화,8.0
서대문구,2014,소계,212.0
서대문구,2014,실화,188.0
서대문구,2015,기타,14.0
서대문구,2015,방화,3.0
서대문구,2015,소계,215.0
서대문구,2015,실화,198.0
서대문구,2016,기타,21.0
서대문구,2016,방화,4.0
서대문구,2016,소계,227.0
서대문구,2016,실화,202.0
서대문구,2017,기타,11.0
서대문구,2017,방화,6.0
서대문구,2017,소계,232.0
서대문구,2017,실화,215.0
서대문구,2018,기타,8.0
서대문구,2018,방화,11.0
서대문구,2018,소계,229.0
서대문구,2018,실화,210.0
서대문구,2019,기타,17.0
서대문구,2019,방화,6.0
서대문구,2019,소계,269.0
서대문구,2019,실화,246.0
서대문구,2020,기타,23.0
서대문구,2020,방화,3.0
서대문구,2020,소계,220.0
서대문구,2020,실화,194.0
서대문구,2021,기타,20.0
서대문구,2021,방화,6.0
서대문구,2021,소계,262.0
서대문구,2021,실화,236.0
서대문구,2022,기타,21.0
서대문구,2022,방화,6.0
서대문구,2022,소계,223.0
서대문구,2022,실화,196.0
서대문구,2023,기타,19.0
서대문구,2023,방화,1.0
서대문구,2023,소계,209.0
서대문구,2023,실화,189.0
서초구,2006,기타,55.0
서초구,2006,방화,29.0
서초구,2006,소계,240.0
서초구,2006,실화,156.0
서초구,2007,기타,103.0
서초구,2007,방화,35.0
서초구,2007,소계,363.0
서초구,2007,실화,225.0
서초구,2008,기타,34.0
서초구,2008,방화,31.0
서초구,2008,소계,319.0
서초구,2008,실화,254.0
서초구,2009,기타,32.0
서초구,2009,방화,10.0
서초구,2009,소계,291.0
서초구,2009,실화,249.0
서초구,2010,기타,29.0
서초구,2010,방화,17.0
서초구,2010,소계,230.0
서초구,2010,실화,184.0
서초구,2011,기타,22.0
서초구,2011,방화,14.0
서초구,2011,소계,235.0
서초구,2011,실화,199.0
서초구,2012,기타,18.0
서초구,2012,방화,12.0
서초구,2012,소계,230.0
서초구,2012,실화,200.0
서초구,2013,기타,18.0
서초구,2013,방화,6.0
서초구,2013,소계,216.0
서초구,2013,실화,192.0
서초구,2014,기타,29.0
서초구,2014,방화,13.0
서초구,2014,소계,331.0
서초구,2014,실화,289.0
서초구,2015,기타,22.0
서초구,2015,방화,6.0
서초구,2015,소계,303.0
서초구,2015,실화,275.0
서초구,2016,기타,11.0
서초구,2016,방화,6.0
서초구,2016,소계,286.0
서초구,2016,실화,269.0
서초구,2017,기타,20.0
서초구,2017,방화,2.0
서초구,2017,소계,242.0
서초구,2017,실화,220.0
서초구,2018,기타,26.0
서초구,2018,방화,6.0
서초구,2018,소계,242.0
서초구,2018,실화,210.0
서초구,2019,기타,30.0
서초구,2019,방화,1.0
서초구,2019,소계,242.0
서초구,2019,실화,211.0
서초구,2020,기타,34.0
서초구,2020,방화,1.0
서초구,2020,소계,240.0
서초구,2020,실화,205.0
서초구,2021,기타,13.0
서초구,2021,방화,3.0
서초구,2021,소계,231.0
서초구,2021,실화,215.0
서초구,2022,기타,18.0
서초구,2022,방화,3.0
서초구,2022,소계,216.0
서초구,2022,실화,195.0
서초구,2023,기타,29.0
서초구,2023,방화,1.0
서초구,2023,소계,239.0
서초구,2023,실화,209.0
성동구,2006,기타,22.0
성동구,2006,방화,24.0
성동구,2006,소계,156.0
성동구,2006,실화,110.0
성동구,2007,기타,76.0
성동구,2007,방화,28.0
성동구,2007,소계,230.0
성동구,2007,실화,126.0
성동구,2008,기타,18.0
성동구,2008,방화,22.0
성동구,2008,소계,231.0
성동구,2008,실화,191.0
성동구,2009,기타,27.0
성동구,2009,방화,21.0
성동구,2009,소계,285.0
성동구,2009,실화,237.0
성동구,2010,기타,15.0
성동구,2010,방화,19.0
성동구,2010,소계,196.0
성동구,2010,실화,162.0
성동구,2011,기타,12.0
성동구,2011,방화,8.0
성동구,2011,소계,165.0
성동구,2011,실화,145.0
성동구,2012,기타,19.0
성동구,2012,방화,10.0
성동구,2012,소계,197.0
성동구,2012,실화,168.0
성동구,2013,기타,12.0
성동구,2013,방화,8.0
성동구,2013,소계,185.0
성동구,2013,실화,165.0
성동구,2014,기타,13.0
성동구,2014,방화,6.0
성동구,2014,소계,204.0
성동구,2014,실화,185.0
성동구,2015,기타,17.0
성동구,2015,방화,6.0
성동구,2015,소계,197.0
성동구,2015,실화,174.0
성동구,2016,기타,21.0
성동구,2016,방화,1.0
성동구,2016,소계,182.0
성동구,2016,실화,160.0
성동구,2017,기타,20.0
성동구,2017,방화,4.0
성동구,2017,소계,197.0
성동구,2017,실화,173.0
성동구,2018,기타,25.0
성동구,2018,방화,1.0
성동구,2018,소계,212.0
성동구,2018,실화,186.0
성동구,2019,기타,24.0
성동구,2019,방화,5.0
성동구,2019,소계,194.0
성동구,2019,실화,165.0
성동구,2020,기타,31.0
성동구,2020,방화,1.0
성동구,2020,소계,187.0
성동구,2020,실화,155.0
성동구,2021,기타,26.0
성동구,2021,방화,2.0
성동구,2021,소계,191.0
성동구,2021,실화,163.0
성동구,2022,기타,24.0
성동구,2022,방화,5.0
성동구,2022,소계,215.0
성동구,2022,실화,186.0
성동구,2023,기타,22.0
성동구,2023,방화,1.0
성동구,2023,소계,199.0
성동구,2023,실화,176.0
성북구,2006,기타,27.0
성북구,2006,방화,36.0
성북구,2006,소계,207.0
성북구,2006,실화,144.0
성북구,2007,기타,80.0
성북구,2007,방화,35.0
성북구,2007,소계,304.0
성북구,2007,실화,189.0
성북구,2008,기타,11.0
성북구,2008,방화,37.0
성북구,2008,소계,249.0
성북구,2008,실화,201.0
성북구,2009,기타,28.0
성북구,2009,방화,36.0
성북구,2009,소계,230.0
성북구,2009,실화,166.0
성북구,2010,기타,27.0
성북구,2010,방화,20.0
성북구,2010,소계,221.0
성북구,2010,실화,174.0
성북구,2011,기타,17.0
성북구,2011,방화,4.0
성북구,2011,소계,194.0
성북구,2011,실화,173.0
성북구,2012,기타,8.0
성북구,2012,방화,9.0
성북구,2012,소계,220.0
성북구,2012,실화,203.0
성북구,2013,기타,12.0
성북구,2013,방화,4.0
성북구,2013,소계,204.0
성북구,2013,실화,188.0
성북구,2014,기타,15.0
성북구,2014,방화,4.0
성북구,2014,소계,175.0
성북구,2014,실화,156.0
성북구,2015,기타,21.0
성북구,2015,방화,6.0
성북구,2015,소계,151.0
성북구,2015,실화,124.0
성북구,2016,기타,34.0
성북구,2016,방화,4.0
성북구,2016,소계,194.0
성북구,2016,실화,156.0
성북구,2017,기타,24.0
성북구,2017,방화,5.0
성북구,2017,소계,183.0
성북구,2017,실화,154.0
성북구,2018,기타,27.0
성북구,2018,방화,5.0
성북구,2018,소계,215.0
성북구,2018,실화,183.0
성북구,2019,기타,18.0
성북구,2019,방화,7.0
성북구,2019,소계,191.0
성북구,2019,실화,166.0
성북구,2020,기타,21.0
성북구,2020,방화,5.0
성북구,2020,소계,173.0
성북구,2020,실화,147.0
성북구,2021,기타,11.0
성북구,2021,방화,4.0
성북구,2021,소계,168.0
성북구,2021,실화,153.0
성북구,2022,기타,17.0
성북구,2022,방화,6.0
성북구,2022,소계,158.0
성북구,2022,실화,135.0
성북구,2023,기타,14.0
성북구,2023,방화,5.0
성북구,2023,소계,246.0
성북구,2023,실화,227.0
송파구,2006,기타,40.0
송파구,2006,방화,50.0
송파구,2006,소계,324.0
송파구,2006,실화,234.0
송파구,2007,기타,39.0
송파구,2007,방화,56.0
송파구,2007,소계,446.0
송파구,2007,실화,351.0
송파구,2008,기타,20.0
송파구,2008,방화,46.0
송파구,2008,소계,299.0
송파구,2008,실화,233.0
송파구,2009,기타,20.0
송파구,2009,방화,46.0
송파구,2009,소계,303.0
송파구,2009,실화,237.0
송파구,2010,기타,20.0
송파구,2010,방화,49.0
송파구,2010,소계,235.0
송파구,2010,실화,166.0
송파구,2011,기타,25.0
송파구,2011,방화,28.0
송파구,2011,소계,337.0
송파구,2011,실화,284.0
송파구,2012,기타,25.0
송파구,2012,방화,15.0
송파구,2012,소계,295.0
송파구,2012,실화,255.0
송파구,2013,기타,21.0
송파구,2013,방화,18.0
송파구,2013,소계,304.0
송파구,2013,실화,265.0
송파구,2014,기타,32.0
송파구,2014,방화,13.0
송파구,2014,소계,302.0
송파구,2014,실화,257.0
송파구,2015,기타,31.0
송파구,2015,방화,5.0
송파구,2015,소계,278.0
송파구,2015,실화,242.0
송파구,2016,기타,30.0
송파구,2016,방화,14.0
송파구,2016,소계,325.0
송파구,2016,실화,281.0
송파구,2017,기타,31.0
송파구,2017,방화,7.0
송파구,2017,소계,318.0
송파구,2017,실화,280.0
송파구,2018,기타,32.0
송파구,2018,방화,7.0
송파구,2018,소계,340.0
송파구,2018,실화,301.0
송파구,2019,기타,18.0
송파구,2019,방화,4.0
송파구,2019,소계,335.0
송파구,2019,실화,313.0
송파구,2020,기타,10.0
송파구,2020,방화,5.0
송파구,2020,소계,307.0
송파구,2020,실화,292.0
송파구,2021,기타,22.0
송파구,2021,방화,4.0
송파구,2021,소계,263.0
송파구,2021,실화,237.0
송파구,2022,기타,18.0
송파구,2022,방화,4.0
송파구,2022,소계,350.0
송파구,2022,실화,328.0
송파구,2023,기타,18.0
송파구,2023,방화,10.0
송파구,2023,소계,382.0
송파구,2023,실화,354.0
양천구,2006,기타,44.0
양천구,2006,방화,15.0
양천구,2006,소계,197.0
양천구,2006,실화,138.0
양천구,2007,기타,48.0
양천구,2007,방화,22.0
양천구,2007,소계,225.0
양천구,2007,실화,155.0
양천구,2008,기타,17.0
양천구,2008,방화,18.0
양천구,2008,소계,234.0
양천구,2008,실화,199.0
양천구,2009,기타,18.0
양천구,2009,방화,22.0
양천구,2009,소계,269.0
양천구,2009,실화,229.0
양천구,2010,기타,12.0
양천구,2010,방화,12.0
양천구,2010,소계,207.0
양천구,2010,실화,183.0
양천구,2011,기타,24.0
양천구,2011,방화,14.0
양천구,2011,소계,230.0
양천구,2011,실화,192.0
양천구,2012,기타,13.0
양천구,2012,방화,5.0
양천구,2012,소계,209.0
양천구,2012,실화,191.0
양천구,2013,기타,18.0
양천구,2013,방화,3.0
양천구,2013,소계,233.0
양천구,2013,실화,212.0
양천구,2014,기타,24.0
양천구,2014,방화,4.0
양천구,2014,소계,209.0
양천구,2014,실화,181.0
양천구,2015,기타,15.0
양천구,2015,방화,8.0
양천구,2015,소계,218.0
양천구,2015,실화,195.0
양천구,2016,기타,10.0
양천구,2016,방화,5.0
양천구,2016,소계,229.0
양천구,2016,실화,214.0
양천구,2017,기타,10.0
양천구,2017,방화,7.0
양천구,2017,소계,244.0
양천구,2017,실화,227.0
양천구,2018,기타,11.0
양천구,2018,방화,4.0
양천구,2018,소계,219.0
양천구,2018,실화,204.0
양천구,2019,기타,8.0
양천구,2019,방화,3.0
양천구,2019,소계,163.0
양천구,2019,실화,152.0
양천구,2020,기타,10.0
양천구,2020,방화,6.0
양천구,2020,소계,153.0
양천구,2020,실화,137.0
양천구,2021,기타,11.0
양천구,2021,방화,2.0
양천구,2021,소계,151.0
양천구,2021,실화,138.0
양천구,2022,기타,14.0
양천구,2022,방화,1.0
양천구,2022,소계,159.0
양천구,2022,실화,144.0
양천구,2023,기타,23.0
양천구,2023,방화,5.0
양천구,2023,소계,162.0
양천구,2023,실화,134.0
영등포구,2006,기타,27.0
영등포구,2006,방화,43.0
영등포구,2006,소계,256.0
영등포구,2006,실화,186.0
영등포구,2007,기타,32.0
영등포구,2007,방화,31.0
영등포구,2007,소계,322.0
영등포구,2007,실화,259.0
영등포구,2008,기타,10.0
영등포구,2008,방화,43.0
영등포구,2008,소계,310.0
영등포구,2008,실화,257.0
영등포구,2009,기타,22.0
영등포구,2009,방화,43.0
영등포구,2009,소계,255.0
영등포구,2009,실화,190.0
영등포구,2010,기타,22.0
영등포구,2010,방화,29.0
영등포구,2010,소계,222.0
영등포구,2010,실화,171.0
영등포구,2011,기타,19.0
영등포구,2011,방화,17.0
영등포구,2011,소계,214.0
영등포구,2011,실화,178.0
영등포구,2012,기타,31.0
영등포구,2012,방화,21.0
영등포구,2012,소계,252.0
영등포구,2012,실화,200.0
영등포구,2013,기타,23.0
영등포구,2013,방화,23.0
영등포구,2013,소계,219.0
영등포구,2013,실화,173.0
영등포구,2014,기타,15.0
영등포구,2014,방화,13.0
영등포구,2014,소계,239.0
영등포구,2014,실화,211.0
영등포구,2015,기타,19.0
영등포구,2015,방화,16.0
영등포구,2015,소계,243.0
영등포구,2015,실화,208.0
영등포구,2016,기타,15.0
영등포구,2016,방화,14.0
영등포구,2016,소계,280.0
영등포구,2016,실화,251.0
영등포구,2017,기타,17.0
영등포구,2017,방화,4.0
영등포구,2017,소계,239.0
영등포구,2017,실화,218.0
영등포구,2018,기타,30.0
영등포구,2018,방화,11.0
영등포구,2018,소계,258.0
영등포구,2018,실화,217.0
영등포구,2019,기타,30.0
영등포구,2019,방화,13.0
영등포구,2019,소계,265.0
영등포구,2019,실화,222.0
영등포구,2020,기타,17.0
영등포구,2020,방화,5.0
영등포구,2020,소계,225.0
영등포구,2020,실화,203.0
영등포구,2021,기타,27.0
영등포구,2021,방화,5.0
영등포구,2021,소계,208.0
영등포구,2021,실화,176.0
영등포구,2022,기타,31.0
영등포구,2022,방화,6.0
영등포구,2022,소계,249.0
영등포구,2022,실화,212.0
영등포구,2023,기타,28.0
영등포구,2023,방화,6.0
영등포구,2023,소계,348.0
영등포구,2023,실화,314.0
용산구,2006,기타,24.0
용산구,2006,방화,31.0
용산구,2006,소계,135.0
용산구,2006,실화,80.0
용산구,2007,기타,64.0
용산구,2007,방화,47.0
용산구,2007,소계,224.0
용산구,2007,실화,113.0
용산구,2008,기타,19.0
용산구,2008,방화,39.0
용산구,2008,소계,236.0
용산구,2008,실화,178.0
용산구,2009,기타,17.0
용산구,2009,방화,27.0
용산구,2009,소계,203.0
용산구,2009,실화,159.0
용산구,2010,기타,14.0
용산구,2010,방화,11.0
용산구,2010,소계,160.0
용산구,2010,실화,135.0
용산구,2011,기타,23.0
용산구,2011,방화,11.0
용산구,2011,소계,158.0
용산구,2011,실화,124.0
용산구,2012,기타,33.0
용산구,2012,방화,11.0
용산구,2012,소계,150.0
용산구,2012,실화,106.0
용산구,2013,기타,22.0
용산구,2013,방화,12.0
용산구,2013,소계,170.0
용산구,2013,실화,136.0
용산구,2014,기타,22.0
용산구,2014,방화,2.0
용산구,2014,소계,208.0
용산구,2014,실화,184.0
용산구,2015,기타,25.0
용산구,2015,방화,4.0
용산구,2015,소계,187.0
용산구,2015,실화,158.0
용산구,2016,기타,36.0
용산구,2016,방화,1.0
용산구,2016,소계,197.0
용산구,2016,실화,160.0
용산구,2017,기타,22.0
용산구,2017,방화,
용산구,2017,소계,167.0
용산구,2017,실화,145.0
용산구,2018,기타,41.0
용산구,2018,방화,5.0
용산구,2018,소계,211.0
용산구,2018,실화,165.0
용산구,2019,기타,21.0
용산구,2019,방화,2.0
용산구,2019,소계,238.0
용산구,2019,실화,215.0
용산구,2020,기타,15.0
용산구,2020,방화,1.0
용산구,2020,소계,192.0
용산구,2020,실화,176.0
용산구,2021,기타,15.0
용산구,2021,방화,1.0
용산구,2021,소계,176.0
용산구,2021,실화,160.0
용산구,2022,기타,25.0
용산구,2022,방화,9.0
용산구,2022,소계,207.0
용산구,2022,실화,173.0
용산구,2023,기타,26.0
용산구,2023,방화,5.0
용산구,2023,소계,219.0
용산구,2023,실화,188.0
은평구,2006,기타,18.0
은평구,2006,방화,40.0
은평구,2006,소계,187.0
은평구,2006,실화,129.0
은평구,2007,기타,29.0
은평구,2007,방화,48.0
은평구,2007,소계,288.0
은평구,2007,실화,211.0
은평구,2008,기타,3.0
은평구,2008,방화,27.0
은평구,2008,소계,224.0
은평구,2008,실화,194.0
은평구,2009,기타,5.0
은평구,2009,방화,18.0
은평구,2009,소계,179.0
은평구,2009,실화,156.0
은평구,2010,기타,6.0
은평구,2010,방화,28.0
은평구,2010,소계,234.0
은평구,2010,실화,200.0
은평구,2011,기타,26.0
은평구,2011,방화,30.0
은평구,2011,소계,250.0
은평구,2011,실화,194.0
은평구,2012,기타,16.0
은평구,2012,방화,6.0
은평구,2012,소계,220.0
은평구,2012,실화,198.0
은평구,2013,기타,29.0
은평구,2013,방화,12.0
은평구,2013,소계,211.0
은평구,2013,실화,170.0
은평구,2014,기타,35.0
은평구,2014,방화,8.0
은평구,2014,소계,198.0
은평구,2014,실화,155.0
은평구,2015,기타,28.0
은평구,2015,방화,17.0
은평구,2015,소계,244.0
은평구,2015,실화,199.0
은평구,2016,기타,21.0
은평구,2016,방화,6.0
은평구,2016,소계,217.0
은평구,2016,실화,190.0
은평구,2017,기타,32.0
은평구,2017,방화,2.0
은평구,2017,소계,159.0
은평구,2017,실화,125.0
은평구,2018,기타,26.0
은평구,2018,방화,4.0
은평구,2018,소계,214.0
은평구,2018,실화,184.0
은평구,2019,기타,25.0
은평구,2019,방화,6.0
은평구,2019,소계,196.0
은평구,2019,실화,165.0
은평구,2020,기타,17.0
은평구,2020,방화,6.0
은평구,2020,소계,192.0
은평구,2020,실화,169.0
은평구,2021,기타,13.0
은평구,2021,방화,2.0
은평구,2021,소계,160.0
은평구,2021,실화,145.0
은평구,2022,기타,19.0
은평구,2022,방화,3.0
은평구,2022,소계,217.0
은평구,2022,실화,195.0
은평구,2023,기타,18.0
은평구,2023,방화,6.0
은평구,2023,소계,248.0
은평구,2023,실화,224.0
종로구,2006,기타,55.0
종로구,2006,방화,25.0
종로구,2006,소계,205.0
종로구,2006,실화,125.0
종로구,2007,기타,42.0
종로구,2007,방화,34.0
종로구,2007,소계,189.0
종로구,2007,실화,113.0
종로구,2008,기타,18.0
종로구,2008,방화,41.0
종로구,2008,소계,266.0
종로구,2008,실화,207.0
종로구,2009,기타,16.0
종로구,2009,방화,23.0
종로구,2009,소계,243.0
종로구,2009,실화,204.0
종로구,2010,기타,12.0
종로구,2010,방화,13.0
종로구,2010,소계,184.0
종로구,2010,실화,159.0
종로구,2011,기타,19.0
종로구,2011,방화,22.0
종로구,2011,소계,182.0
종로구,2011,실화,141.0
종로구,2012,기타,23.0
종로구,2012,방화,3.0
종로구,2012,소계,245.0
종로구,2012,실화,219.0
종로구,2013,기타,22.0
종로구,2013,방화,16.0
종로구,2013,소계,254.0
종로구,2013,실화,216.0
종로구,2014,기타,19.0
종로구,2014,방화,10.0
종로구,2014,소계,239.0
종로구,2014,실화,210.0
종로구,2015,기타,24.0
종로구,2015,방화,10.0
종로구,2015,소계,260.0
종로구,2015,실화,226.0
종로구,2016,기타,33.0
종로구,2016,방화,5.0
종로구,2016,소계,276.0
종로구,2016,실화,238.0
종로구,2017,기타,31.0
종로구,2017,방화,6.0
종로구,2017,소계,234.0
종로구,2017,실화,197.0
종로구,2018,기타,28.0
종로구,2018,방화,7.0
종로구,2018,소계,254.0
종로구,2018,실화,219.0
종로구,2019,기타,24.0
종로구,2019,방화,7.0
종로구,2019,소계,232.0
종로구,2019,실화,201.0
종로구,2020,기타,32.0
종로구,2020,방화,6.0
종로구,2020,소계,217.0
종로구,2020,실화,179.0
종로구,2021,기타,22.0
종로구,2021,방화,1.0
종로구,2021,소계,192.0
종로구,2021,실화,169.0
종로구,2022,기타,30.0
종로구,2022,방화,2.0
종로구,2022,소계,191.0
종로구,2022,실화,159.0
종로구,2023,기타,30.0
종로구,2023,방화,4.0
종로구,2023,소계,201.0
종로구,2023,실화,167.0
중구,2006,기타,29.0
중구,2006,방화,23.0
중구,2006,소계,196.0
중구,2006,실화,144.0
중구,2007,기타,54.0
중구,2007,방화,39.0
중구,2007,소계,280.0
중구,2007,실화,187.0
중구,2008,기타,18.0
중구,2008,방화,35.0
중구,2008,소계,256.0
중구,2008,실화,203.0
중구,2009,기타,20.0
중구,2009,방화,20.0
중구,2009,소계,251.0
중구,2009,실화,211.0
중구,2010,기타,24.0
중구,2010,방화,9.0
중구,2010,소계,237.0
중구,2010,실화,204.0
중구,2011,기타,29.0
중구,2011,방화,15.0
중구,2011,소계,215.0
중구,2011,실화,171.0
중구,2012,기타,28.0
중구,2012,방화,5.0
중구,2012,소계,196.0
중구,2012,실화,163.0
중구,2013,기타,28.0
중구,2013,방화,10.0
중구,2013,소계,190.0
중구,2013,실화,152.0
중구,2014,기타,26.0
중구,2014,방화,9.0
중구,2014,소계,233.0
중구,2014,실화,198.0
중구,2015,기타,17.0
중구,2015,방화,5.0
중구,2015,소계,237.0
중구,2015,실화,215.0
중구,2016,기타,10.0
중구,2016,방화,6.0
중구,2016,소계,210.0
중구,2016,실화,194.0
중구,2017,기타,18.0
중구,2017,방화,3.0
중구,2017,소계,198.0
중구,2017,실화,177.0
중구,2018,기타,24.0
중구,2018,방화,7.0
중구,2018,소계,275.0
중구,2018,실화,244.0
중구,2019,기타,19.0
중구,2019,방화,8.0
중구,2019,소계,213.0
중구,2019,실화,186.0
중구,2020,기타,13.0
중구,2020,방화,2.0
중구,2020,소계,185.0
중구,2020,실화,170.0
중구,2021,기타,32.0
중구,2021,방화,3.0
중구,2021,소계,171.0
중구,2021,실화,136.0
중구,2022,기타,26.0
중구,2022,방화,9.0
중구,2022,소계,190.0
중구,2022,실화,155.0
중구,2023,기타,14.0
중구,2023,방화,6.0
중구,2023,소계,137.0
중구,2023,실화,117.0
중랑구,2006,기타,14.0
중랑구,2006,방화,60.0
중랑구,2006,소계,249.0
중랑구,2006,실화,175.0
중랑구,2007,기타,36.0
중랑구,2007,방화,31.0
중랑구,2007,소계,256.0
중랑구,2007,실화,189.0
중랑구,2008,기타,13.0
중랑구,2008,방화,44.0
중랑구,2008,소계,271.0
중랑구,2008,실화,214.0
중랑구,2009,기타,17.0
중랑구,2009,방화,31.0
중랑구,2009,소계,299.0
중랑구,2009,실화,251.0
중랑구,2010,기타,15.0
중랑구,2010,방화,31.0
중랑구,2010,소계,228.0
중랑구,2010,실화,182.0
중랑구,2011,기타,12.0
중랑구,2011,방화,36.0
중랑구,2011,소계,219.0
중랑구,2011,실화,171.0
중랑구,2012,기타,10.0
중랑구,2012,방화,30.0
중랑구,2012,소계,200.0
중랑구,2012,실화,160.0
중랑구,2013,기타,18.0
중랑구,2013,방화,18.0
중랑구,2013,소계,158.0
중랑구,2013,실화,122.0
중랑구,2014,기타,18.0
중랑구,2014,방화,8.0
중랑구,2014,소계,193.0
중랑구,2014,실화,167.0
중랑구,2015,기타,29.0
중랑구,2015,방화,4.0
중랑구,2015,소계,175.0
중랑구,2015,실화,142.0
중랑구,2016,기타,26.0
중랑구,2016,방화,4.0
중랑구,2016,소계,195.0
중랑구,2016,실화,165.0
중랑구,2017,기타,27.0
중랑구,2017,방화,2.0
중랑구,2017,소계,196.0
중랑구,2017,실화,167.0
중랑구,2018,기타,15.0
중랑구,2018,방화,4.0
중랑구,2018,소계,254.0
중랑구,2018,실화,235.0
중랑구,2019,기타,13.0
중랑구,2019,방화,9.0
중랑구,2019,소계,210.0
중랑구,2019,실화,188.0
중랑구,2020,기타,15.0
중랑구,2020,방화,6.0
중랑구,2020,소계,225.0
중랑구,2020,실화,204.0
중랑구,2021,기타,18.0
중랑구,2021,방화,4.0
중랑구,2021,소계,213.0
중랑구,2021,실화,191.0
중랑구,2022,기타,17.0
중랑구,2022,방화,9.0
중랑구,2022,소계,188.0
중랑구,2022,실화,162.0
중랑구,2023,기타,18.0
중랑구,2023,방화,5.0
중랑구,2023,소계,175.0
중랑구,2023,실화,152.0
