구,연도,눈_발생건수,맑음_발생건수,비_발생건수,흐림_발생건수,눈_사상자수,맑음_사상자수,비_사상자수,흐림_사상자수,화재_소계,거주인구,버스계_발생건수,승용계_발생건수,화물계_발생건수,버스계_사상자수,승용계_사상자수,화물계_사상자수,차대사람_발생건수,차대차_발생건수,차량단독_발생건수,차대사람_사상자수,차대차_사상자수,차량단독_사상자수,인구 10만명당 부상자수 (명),인구 10만명당 사망자수 (명),자동차 1만대당 발생건수 (건)
광진구,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,1250.0,29.0,417.0,1948.0,48.0,620.1,4.4,154.4
광진구,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,4656783.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,1253.0,40.0,378.0,2046.0,63.0,637.8,4.4,151.6
광진구,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,4648548.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,1240.0,37.0,404.0,1908.0,49.0,604.1,6.7,148.9
광진구,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,4633053.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,1148.0,33.0,376.0,1811.0,42.0,569.0,4.4,139.7
광진구,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,4655085.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,1035.0,41.0,372.0,1632.0,52.0,525.8,5.9,128.0
광진구,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,4627188.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,1081.0,35.0,405.0,1759.0,43.0,569.9,4.4,131.9
광진구,2013,5.0,1155.0,96.0,36.0,7.0,1712.0,141.0,52.0,203.0,4592811.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,933.0,38.0,356.0,1522.0,48.0,502.3,2.6,114.3
광진구,2014,10.0,1347.0,72.0,47.0,15.0,1896.0,113.0,65.0,231.0,4553838.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,1034.0,56.0,422.0,1608.0,63.0,551.4,3.2,130.3
광진구,2015,2.0,1127.0,76.0,27.0,2.0,1596.0,113.0,47.0,222.0,4514865.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,854.0,49.0,361.0,1347.0,53.0,464.8,4.5,107.5
광진구,2016,4.0,916.0,73.0,44.0,5.0,1278.0,106.0,76.0,188.0,4483905.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,708.0,42.0,308.0,1117.0,50.0,394.0,2.4,90.4
광진구,2017,4.0,965.0,46.0,22.0,8.0,1328.0,57.0,34.0,191.0,4465812.0,50.0,686.0,21.0,61.0,1007.0,33.0,283.0,744.0,37.0,308.0,1106.0,43.0,387.1,4.3,90.9
광진구,2018,6.0,981.0,77.0,33.0,13.0,1296.0,109.0,50.0,177.0,4449756.0,37.0,752.0,12.0,54.0,1037.0,21.0,266.0,810.0,32.0,292.0,1157.0,35.0,397.2,2.7,93.2
광진구,2019,1.0,896.0,49.0,27.0,1.0,1225.0,60.0,33.0,171.0,4426311.0,41.0,642.0,22.0,64.0,905.0,29.0,260.0,682.0,31.0,270.0,1015.0,34.0,358.6,0.8,82.8
광진구,2020,0.0,795.0,49.0,25.0,0.0,1041.0,69.0,39.0,172.0,4355841.0,23.0,557.0,23.0,36.0,776.0,31.0,190.0,649.0,30.0,201.0,918.0,30.0,318.0,1.1,73.9
광진구,2021,1.0,837.0,54.0,16.0,1.0,1095.0,78.0,22.0,190.0,4252512.0,48.0,526.0,24.0,57.0,745.0,28.0,207.0,693.0,22.0,212.0,985.0,23.0,344.8,1.1,78.7
광진구,2022,3.0,657.0,20.0,25.0,3.0,896.0,32.0,40.0,133.0,4224693.0,28.0,445.0,8.0,47.0,645.0,9.0,167.0,528.0,13.0,180.0,780.0,15.0,275.0,2.6,60.2
광진구,2023,3.0,622.0,39.0,43.0,4.0,788.0,41.0,56.0,181.0,4214652.0,27.0,476.0,13.0,28.0,624.0,19.0,186.0,517.0,14.0,188.0,700.0,15.0,256.0,1.1,61.4
구로구,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,1012.0,31.0,373.0,1805.0,42.0,514.1,5.6,103.9
구로구,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,1045.0,40.0,330.0,1802.0,53.0,495.2,5.0,99.3
구로구,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,1126.0,39.0,337.0,1952.0,46.0,521.7,2.9,101.0
구로구,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,5388153.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,1106.0,52.0,454.0,1848.0,68.0,523.3,4.9,105.8
구로구,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,5397993.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,1096.0,53.0,470.0,1842.0,67.0,525.8,3.3,106.4
구로구,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,5395038.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,1108.0,48.0,434.0,1792.0,58.0,501.5,3.1,103.5
구로구,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,5468205.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,1065.0,62.0,442.0,1721.0,78.0,485.1,3.3,105.0
구로구,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,5486424.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,1072.0,59.0,494.0,1823.0,70.0,520.6,4.6,108.6
구로구,2013,10.0,1240.0,102.0,61.0,13.0,1894.0,175.0,99.0,225.0,5440188.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,954.0,55.0,464.0,1653.0,67.0,478.8,4.2,94.6
구로구,2014,11.0,1388.0,115.0,51.0,13.0,1945.0,194.0,71.0,162.0,5481102.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,1066.0,48.0,497.0,1667.0,60.0,482.4,4.2,102.2
구로구,2015,4.0,1297.0,152.0,54.0,6.0,1846.0,213.0,80.0,203.0,5478303.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,1019.0,51.0,474.0,1618.0,54.0,467.9,4.2,97.4
구로구,2016,7.0,1355.0,101.0,46.0,7.0,1931.0,133.0,75.0,227.0,5427396.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,1030.0,46.0,465.0,1628.0,55.0,475.8,2.0,96.3
구로구,2017,11.0,1301.0,70.0,42.0,12.0,1772.0,110.0,64.0,241.0,5335473.0,82.0,897.0,35.0,99.0,1286.0,47.0,370.0,1015.0,48.0,399.0,1518.0,55.0,443.9,2.7,89.4
구로구,2018,4.0,1375.0,108.0,34.0,7.0,1929.0,140.0,50.0,249.0,5275263.0,91.0,963.0,41.0,116.0,1384.0,52.0,376.0,1089.0,67.0,400.0,1662.0,80.0,485.5,3.0,95.6
구로구,2019,1.0,1353.0,92.0,32.0,1.0,1849.0,145.0,44.0,237.0,5272314.0,91.0,939.0,40.0,120.0,1361.0,46.0,408.0,1074.0,47.0,429.0,1627.0,53.0,477.0,3.0,95.5
구로구,2020,1.0,1180.0,93.0,45.0,1.0,1607.0,145.0,61.0,145.0,5229762.0,87.0,831.0,30.0,105.0,1194.0,40.0,296.0,973.0,56.0,315.0,1443.0,62.0,418.5,2.3,82.2
구로구,2021,7.0,1198.0,93.0,22.0,9.0,1545.0,122.0,26.0,151.0,5084343.0,83.0,818.0,39.0,108.0,1077.0,43.0,274.0,1042.0,34.0,289.0,1408.0,41.0,410.5,2.1,84.0
구로구,2022,5.0,1135.0,69.0,23.0,7.0,1519.0,97.0,27.0,200.0,5021043.0,97.0,757.0,38.0,128.0,1039.0,51.0,291.0,935.0,48.0,306.0,1343.0,54.0,404.1,2.9,77.9
구로구,2023,3.0,1231.0,88.0,31.0,3.0,1657.0,129.0,48.0,181.0,5004669.0,131.0,833.0,36.0,169.0,1176.0,42.0,338.0,988.0,33.0,350.0,1459.0,36.0,442.7,1.2,83.5
금천구,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,586.0,21.0,203.0,1081.0,29.0,491.8,5.7,99.7
금천구,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,609.0,12.0,262.0,1105.0,18.0,520.9,3.8,107.2
금천구,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,623.0,19.0,243.0,1051.0,24.0,493.3,5.3,106.6
금천구,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,3190596.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,673.0,24.0,287.0,1103.0,29.0,529.7,5.3,118.2
금천구,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,3179997.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,758.0,37.0,314.0,1315.0,41.0,626.7,8.0,132.1
금천구,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,3146595.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,761.0,35.0,352.0,1322.0,40.0,643.4,4.5,135.5
금천구,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,3175434.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,744.0,42.0,362.0,1246.0,51.0,624.0,3.8,133.5
금천구,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,3152967.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,703.0,42.0,293.0,1219.0,49.0,590.6,8.1,116.8
금천구,2013,11.0,777.0,92.0,47.0,15.0,1167.0,143.0,77.0,130.0,3111864.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,660.0,26.0,268.0,1131.0,30.0,549.5,3.9,103.7
금천구,2014,11.0,888.0,68.0,51.0,17.0,1343.0,98.0,78.0,114.0,3098160.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,700.0,38.0,311.0,1195.0,42.0,594.9,5.0,111.0
금천구,2015,3.0,796.0,68.0,44.0,3.0,1214.0,97.0,67.0,117.0,3092046.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,611.0,37.0,300.0,1042.0,42.0,536.4,3.9,96.8
금천구,2016,5.0,699.0,45.0,26.0,7.0,1009.0,64.0,34.0,163.0,3054771.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,525.0,23.0,269.0,852.0,27.0,444.9,5.9,82.8
금천구,2017,5.0,720.0,35.0,25.0,12.0,1065.0,64.0,31.0,166.0,3050790.0,59.0,514.0,17.0,92.0,826.0,23.0,250.0,550.0,24.0,270.0,939.0,25.0,484.4,2.4,84.0
금천구,2018,7.0,788.0,86.0,31.0,9.0,1115.0,124.0,47.0,161.0,3037428.0,54.0,616.0,22.0,127.0,864.0,32.0,266.0,629.0,37.0,291.0,999.0,42.0,522.0,2.4,94.5
금천구,2019,1.0,821.0,54.0,43.0,1.0,1229.0,70.0,61.0,134.0,3038979.0,73.0,521.0,28.0,122.0,820.0,36.0,259.0,626.0,35.0,275.0,1048.0,39.0,537.3,3.6,92.8
금천구,2020,0.0,698.0,58.0,50.0,0.0,942.0,77.0,65.0,114.0,2998200.0,61.0,471.0,30.0,83.0,648.0,50.0,197.0,563.0,50.0,221.0,811.0,58.0,437.4,2.4,80.8
금천구,2021,7.0,725.0,61.0,33.0,10.0,1025.0,101.0,46.0,109.0,2937081.0,72.0,502.0,21.0,96.0,737.0,26.0,173.0,616.0,38.0,182.0,960.0,41.0,476.5,6.5,81.5
금천구,2022,3.0,763.0,38.0,34.0,5.0,1054.0,52.0,43.0,194.0,2930466.0,78.0,507.0,22.0,92.0,740.0,23.0,208.0,603.0,33.0,213.0,911.0,37.0,474.4,3.7,81.2
금천구,2023,0.0,784.0,58.0,25.0,0.0,1116.0,81.0,28.0,178.0,2904645.0,92.0,507.0,25.0,139.0,746.0,32.0,225.0,599.0,52.0,244.0,941.0,54.0,511.0,2.9,82.6
노원구,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,1303.0,31.0,420.0,2184.0,54.0,422.2,3.2,105.3
노원구,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,1206.0,36.0,367.0,2051.0,45.0,393.6,2.6,96.3
노원구,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,1286.0,31.0,416.0,1955.0,35.0,383.1,4.2,102.6
노원구,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,7452795.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,1244.0,43.0,470.0,1980.0,48.0,398.8,3.5,104.0
노원구,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,7414878.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,1311.0,45.0,495.0,2068.0,58.0,423.0,3.4,108.4
노원구,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,7364520.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,1197.0,43.0,473.0,1931.0,55.0,395.5,4.1,99.2
노원구,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,7322703.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,1061.0,32.0,468.0,1743.0,34.0,366.9,2.3,90.5
노원구,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,7247733.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,1164.0,39.0,449.0,1846.0,48.0,387.8,2.2,96.0
노원구,2013,18.0,1271.0,126.0,106.0,29.0,1822.0,178.0,158.0,253.0,7163457.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,1087.0,38.0,410.0,1729.0,49.0,366.1,2.2,90.5
노원구,2014,10.0,1364.0,90.0,47.0,15.0,1856.0,113.0,66.0,241.0,7068891.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,1062.0,42.0,440.0,1566.0,49.0,347.7,2.9,90.1
노원구,2015,8.0,1308.0,99.0,43.0,15.0,1905.0,140.0,52.0,221.0,6980214.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,1008.0,52.0,419.0,1622.0,72.0,362.8,2.6,85.9
노원구,2016,7.0,1378.0,103.0,47.0,9.0,1978.0,166.0,76.0,256.0,6900891.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,1097.0,51.0,418.0,1751.0,60.0,388.0,2.3,89.8
노원구,2017,13.0,1348.0,99.0,39.0,23.0,1839.0,136.0,68.0,257.0,6768444.0,87.0,1014.0,21.0,119.0,1442.0,35.0,376.0,1075.0,48.0,404.0,1598.0,64.0,368.2,2.0,88.3
노원구,2018,10.0,1324.0,125.0,94.0,11.0,1872.0,196.0,138.0,211.0,6624627.0,75.0,1106.0,22.0,102.0,1644.0,30.0,383.0,1138.0,48.0,411.0,1774.0,56.0,406.3,2.6,93.1
노원구,2019,3.0,1518.0,111.0,70.0,6.0,2079.0,134.0,90.0,188.0,6495663.0,86.0,1060.0,43.0,113.0,1510.0,58.0,415.0,1254.0,34.0,443.0,1825.0,42.0,428.4,1.5,102.0
노원구,2020,5.0,1273.0,105.0,77.0,7.0,1759.0,147.0,106.0,156.0,6375300.0,47.0,898.0,35.0,60.0,1311.0,46.0,286.0,1142.0,34.0,301.0,1678.0,42.0,382.5,0.9,87.1
노원구,2021,6.0,1255.0,90.0,50.0,7.0,1743.0,125.0,57.0,158.0,6222642.0,66.0,863.0,31.0,103.0,1234.0,35.0,280.0,1078.0,55.0,300.0,1588.0,60.0,376.7,1.6,84.4
노원구,2022,10.0,1240.0,69.0,56.0,12.0,1730.0,95.0,71.0,154.0,6132921.0,67.0,855.0,28.0,86.0,1259.0,35.0,310.0,1030.0,44.0,326.0,1538.0,55.0,376.6,1.2,82.5
노원구,2023,5.0,1247.0,82.0,27.0,6.0,1723.0,104.0,37.0,180.0,6056934.0,81.0,881.0,40.0,109.0,1228.0,61.0,269.0,1065.0,32.0,283.0,1555.0,40.0,371.6,1.8,81.5
도봉구,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,652.0,9.0,281.0,1123.0,13.0,367.5,2.1,87.7
도봉구,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,620.0,18.0,242.0,1116.0,23.0,361.3,2.4,80.9
도봉구,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,540.0,17.0,265.0,918.0,19.0,314.6,2.9,74.5
도봉구,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,4532286.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,688.0,25.0,345.0,1110.0,29.0,389.4,4.5,96.6
도봉구,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,4492107.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,685.0,22.0,309.0,1089.0,24.0,377.3,4.6,91.5
도봉구,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,4437372.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,665.0,21.0,305.0,1043.0,25.0,367.4,3.0,90.7
도봉구,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,4429944.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,614.0,26.0,307.0,960.0,27.0,347.6,4.1,86.2
도봉구,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,4387662.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,634.0,25.0,337.0,944.0,29.0,355.1,4.4,90.6
도봉구,2013,9.0,736.0,60.0,70.0,13.0,1004.0,75.0,95.0,201.0,4347186.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,619.0,25.0,305.0,932.0,30.0,349.1,2.2,85.9
도봉구,2014,6.0,765.0,55.0,39.0,12.0,1009.0,80.0,50.0,184.0,4293993.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,582.0,25.0,326.0,864.0,29.0,338.8,3.9,83.9
도봉구,2015,3.0,800.0,82.0,29.0,8.0,1087.0,120.0,48.0,180.0,4254699.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,602.0,42.0,280.0,925.0,58.0,355.3,2.3,82.6
도봉구,2016,2.0,832.0,75.0,26.0,2.0,1138.0,118.0,43.0,206.0,4218630.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,621.0,30.0,315.0,968.0,34.0,372.9,3.1,84.9
도봉구,2017,4.0,807.0,61.0,70.0,5.0,1061.0,80.0,99.0,184.0,4170477.0,55.0,590.0,21.0,72.0,801.0,28.0,309.0,593.0,42.0,321.0,884.0,43.0,357.9,2.6,84.3
도봉구,2018,4.0,709.0,66.0,45.0,7.0,911.0,86.0,63.0,220.0,4121328.0,64.0,522.0,13.0,78.0,715.0,21.0,282.0,504.0,38.0,296.0,730.0,41.0,310.6,1.8,73.5
도봉구,2019,1.0,743.0,55.0,53.0,1.0,1011.0,78.0,77.0,156.0,4056945.0,55.0,487.0,18.0,83.0,687.0,23.0,263.0,554.0,35.0,285.0,844.0,38.0,346.5,1.2,76.6
도봉구,2020,2.0,618.0,66.0,54.0,5.0,822.0,90.0,79.0,141.0,3965700.0,47.0,414.0,9.0,94.0,542.0,17.0,224.0,490.0,27.0,234.0,733.0,30.0,302.4,2.1,66.9
도봉구,2021,3.0,497.0,34.0,34.0,3.0,641.0,47.0,51.0,128.0,3858765.0,38.0,328.0,11.0,46.0,444.0,14.0,167.0,395.0,29.0,182.0,556.0,33.0,240.5,0.9,54.1
도봉구,2022,1.0,459.0,38.0,19.0,1.0,619.0,47.0,24.0,142.0,3791667.0,35.0,294.0,12.0,40.0,414.0,16.0,159.0,343.0,20.0,178.0,508.0,21.0,224.5,0.6,47.9
도봉구,2023,1.0,467.0,43.0,17.0,2.0,608.0,53.0,27.0,171.0,3731613.0,48.0,310.0,12.0,51.0,434.0,16.0,134.0,363.0,33.0,141.0,516.0,35.0,221.3,2.3,48.9
동대문구,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,1254.0,31.0,429.0,2042.0,39.0,644.4,5.4,155.4
동대문구,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,1282.0,39.0,453.0,1940.0,47.0,626.1,6.5,158.2
동대문구,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,1266.0,44.0,466.0,1944.0,53.0,631.4,7.0,157.9
동대문구,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,4614198.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,1204.0,39.0,458.0,1915.0,45.0,622.8,10.7,150.5
동대문구,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,4540038.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,1415.0,54.0,548.0,2028.0,66.0,698.7,7.2,177.6
동대문구,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,4499925.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,1270.0,76.0,521.0,1902.0,86.0,654.8,6.6,162.1
동대문구,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,4557513.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,1242.0,61.0,508.0,1870.0,66.0,642.2,3.4,155.8
